Date_measurement,RNA_flow_per_capita_VR01,RNA_flow_per_capita_VR02,RNA_flow_per_capita_VR03,RNA_flow_per_capita_VR04,RNA_flow_per_capita_VR05,RNA_flow_per_capita_VR06,RNA_flow_per_capita_VR07,RNA_flow_per_capita_VR08,RNA_flow_per_capita_VR09,RNA_flow_per_capita_VR10,RNA_flow_per_capita_VR11,RNA_flow_per_capita_VR12,RNA_flow_per_capita_VR13,RNA_flow_per_capita_VR14,RNA_flow_per_capita_VR15,RNA_flow_per_capita_VR16,RNA_flow_per_capita_VR17,RNA_flow_per_capita_VR18,RNA_flow_per_capita_VR19,RNA_flow_per_capita_VR20,RNA_flow_per_capita_VR21,RNA_flow_per_capita_VR22,RNA_flow_per_capita_VR23,RNA_flow_per_capita_VR24,RNA_flow_per_capita_VR25
2021-08-30,592815,5163387,738762,4199483,11546536,9719798,7516570,99908,32937723,0,0,7085897,0,0,26404346,8421329,18693040,0,1547567,5933887,13855169,2454087,0,0,7885414
2021-08-31,3094314,3517677,6009755,3938558,4053521,15937304,5774045,6269592,9917893,6093219,3515424,2085965,121305415,5695,0,4514417,3122106,5157189,111331,5740090,7697803,3670784,5626180,5042788,0
2021-09-01,8801748,21817913,7245645,6600519,8470272,6474440,76234,0,59088937,0,0,12585343,625,5122698,2249238,16413837,37928195,0,9225916,10795629,5557925,1441563,0,0,21163896
2021-09-02,2847521,393518,4510014,12114200,12633763,3276152,11400840,6236362,32328895,10780760,8801679,9592632,49703359,3318998,70361522,7711755,37662307,7727349,197460,8955603,10001017,5655128,4964958,11810543,0
2021-09-03,0,17361633,0,0,2291080,1282,0,0,164202,34901187,5229397,13623629,0,413995,40578924,5958827,0,0,7213227,0,0,0,16716425,18308410,0
2021-09-04,6558641,31010074,0,211353,10227256,2303772,0,0,0,18705581,6767454,0,0,0,0,0,111926298,1220834,1226794,14887521,1323319,0,0,0,0
2021-09-05,232257,3107986,867903,182604,860535,1801704,6206311,5292852,2698238,7624243,2625693,4552,37093760,12813646,14815310,3576741,7343173,2945919,991433,6999964,160961,708240,4013374,9184166,7775009
2021-09-06,12000138,1896091,1748857,1346824,2680159,2513884,68056,2722773,13978761,0,4105067,2812799,63786992,0,22391531,4936853,5960033,780267,1499441,7976010,5928464,7458551,0,0,0
2021-09-07,4382402,2310247,1014592,4683035,563325,7273437,9048054,5457236,12679372,7307432,5070448,3490688,347,2135955,12964,3315031,4523173,3446782,2859436,3237570,3141702,1127192,5858568,5234358,15960116
2021-09-08,3674290,5679581,8494563,6192680,5283481,12259203,1564510,3518285,43973929,0,0,9593822,0,0,4211805,8870666,5696190,3220559,2553125,12195070,7561668,5392307,0,11903375,0
2021-09-09,391752,4005266,782564,1132301,5219867,2804983,6272961,4475850,30026026,6223167,1643120,4524042,29932809,4085939,15834057,2601882,12673261,3443713,39220,7334169,3219856,3458683,4899935,942493,0
2021-09-10,757169,13701474,0,0,1627321,0,0,0,1584181,0,0,0,0,0,160161468,1609253,12684085,1838,2022110,9964349,825262,0,3120669,0,42925183
2021-09-11,1323412,6480857,51824,254420,3633065,17964,20639289,5037173,21094123,12315287,24252826,0,0,686419,0,0,2684077,5129315,11447449,3842463,0,0,0,0,37587578
2021-09-12,2315607,6162734,641656,1065850,8522713,3674692,3489766,0,24888786,6792645,5555627,3583003,29940891,3135708,0,4557562,3936654,936954,539663,1747789,950,230651,8446961,13933327,0
2021-09-13,3932005,1311772,1642454,2195634,8185327,4606510,3194641,3171718,22159173,0,1456016,1627442,18094872,2056611,14652806,1458116,5079837,2013749,1221872,7778598,729966,1285584,0,0,10134505
2021-09-14,1872692,7993447,2180402,2325804,2085228,6878723,119828,1227977,23524611,0,0,3177306,6,0,2374121,7095621,18602681,3830272,0,1881679,983221,3159864,2661221,5185770,0
2021-09-15,2685539,2537503,486523,237646,7028863,2591180,9106880,5530769,20765515,5457622,2803414,1864315,19500869,1295127,1685611,5512100,15901449,2855652,2441771,3152913,509029,3327476,0,0,0
2021-09-16,866191,267729,1245264,3698090,1174318,1442511,2309113,2611564,17690351,4044612,4945501,7553100,0,0,31804341,8620429,10361897,1952834,1164535,3781880,1522684,432505,6887412,5656792,8452936
2021-09-17,0,8705367,4132671,1802887,168793,4431,12706135,0,23705373,0,0,7590644,0,0,90480640,503334,3276340,687848,0,19590,0,0,0,0,9455726
2021-09-18,676981,8890719,573,6182550,30191557,0,0,0,0,6946519,16411441,3271090,0,0,0,8014950,4603275,2726,0,1503,4994195,121707,0,0,0
2021-09-19,0,6478431,303689,710035,1503803,2467672,292,0,3803841,5792558,3017099,9831758,25334355,1875530,0,3886240,39541530,7265039,2406834,384789,1161202,76,3883171,8432802,17580832
2021-09-20,2204722,1301920,1616537,2296400,4019902,5354052,4737052,996888,20616550,0,0,128687,0,0,21888497,6389374,8299105,3168825,909469,6905918,2715659,390839,704908,0,7052000
2021-09-21,2739746,870665,1858974,1809575,2441078,2521581,2469931,1877070,7223141,1646532,1828945,2427516,3291531,537078,4831573,5565550,10122188,1566797,117253,3864744,1028064,1325858,943540,3898816,0
2021-09-22,232,5335999,1389433,1028815,96501,3676114,5937958,610270,7700099,3728634,1114712,1588426,21,0,1199923,6272884,5631257,413324,4434125,0,0,0,0,2377744,13291319
2021-09-23,857144,1436674,1645291,1406081,1881059,934901,3206082,819452,10964687,75823,597028,2910511,8228088,959847,17159243,2044362,4934785,673575,1177412,4822526,1738640,2581440,1072028,4643249,0
2021-09-24,0,755293,0,0,0,0,0,0,309950,0,1521988,6127,27334403,0,0,0,2337034,0,0,1780562,555608,442606,212061,11203217,0
2021-09-25,3510257,10583,774405,488731,0,18543088,91109,0,368910,0,0,314591,90,2099338,18995020,2908930,7447636,1403140,907778,47160,0,0,1728008,0,0
2021-09-26,72,2706715,113512,1112501,3470418,0,930282,4052864,10401430,2890457,535640,1229060,199832,3508610,425223,2134875,5836132,605285,1382387,1292742,1081430,958852,4288261,8844926,3893251
2021-09-27,4587271,1241449,4537759,2901963,7469490,4125480,5058293,2599962,14358153,1000843,410622,1502181,1400157,0,0,5489245,6315853,1562395,214587,6468681,996371,5672168,2222252,692498,0
2021-09-28,704643,994791,1552724,2627216,2078720,84588,3427695,5443784,7322823,38684,185822,2469708,839307,1918743,8708222,1810791,6120133,1037201,1896564,3478529,1376752,907368,0,2889693,3039385
2021-09-29,114828,2946341,907940,520080,1052333,3245503,2997457,1003396,1952946,0,0,320186,0,0,7024777,1727111,21536726,5190048,2821761,232829,10307917,3193610,403356,1115318,3447353
2021-09-30,2108455,1282021,558338,1814801,879473,1128566,4856686,2279566,7388656,1126034,1351400,1204296,6535699,0,6786634,2535026,4282643,987842,20831,1303026,3306032,1074591,3886599,3299066,0
2021-10-01,100459,22470408,4911152,1445839,0,0,0,0,101732358,0,0,0,0,15778310,0,42559424,5530604,40714326,136217,9327246,0,0,0,1341705,0
2021-10-02,1911427,28929365,456654,955860,23252644,3597446,0,0,939346,5928305,266171,450982,0,0,24328860,6770665,4207335,203140,1807718,17817045,568274,0,0,0,43253389
2021-10-03,669882,7037878,0,0,0,2203135,777042,392833,20385754,5835046,8712168,1859697,7049962,246978,1579659,4230735,17285715,5030552,3888296,0,14942,3627683,18944873,20389357,0
2021-10-04,510387,1512336,2186973,5468411,4427831,6363721,8244486,7627045,14321648,0,3373093,1119916,15713739,1718676,298228,1716457,23796550,4089474,1050166,1344550,1338211,1035884,0,0,10320754
2021-10-05,3038140,142346,3176740,11537738,7682974,7714456,3954499,4906200,9452269,6601677,4773138,3641599,12312620,798942,32104109,8431156,22932013,9209165,5328521,10299480,393363,7769801,5256909,10654415,5769717
2021-10-06,5036828,11284856,0,0,1682266,7457,32986071,0,35463644,4600530,13416391,187710,86,0,39446408,13120125,4026289,2183222,9623547,10799344,13650796,11547446,0,1335310,6645540
2021-10-07,3801901,4934225,5594619,209494,15941071,11708756,4185771,1136723,1074343,0,0,7902716,0,0,31554711,14210009,42361058,143485,1283321,5399680,15305135,117765,0,0,49730626
2021-10-08,1205611,70727392,14378754,13348284,0,8708,0,0,13408396,0,0,0,0,0,43527955,377635,0,0,8569586,0,62931,15278229,384870,0,50537338
2021-10-09,18455458,4373917,4092717,2766390,45248882,0,0,0,48435216,0,0,1071647,0,0,40458541,21107974,1645500,0,24668554,958906,1629564,4691492,0,0,0
2021-10-10,1050257,4735028,8035101,5524950,3318859,1857580,1699096,5497034,12767958,6899674,6071731,13277093,24209458,3551320,1975498,10561487,42389445,3274773,1088534,17714394,8659851,365672,6078786,12481069,16146688
2021-10-11,5441213,2412232,12398360,13230681,7642469,9898821,9476650,10554916,14841401,0,1455253,1013490,10613858,2869278,8093872,1616557,38213697,8811398,5651844,12953415,6358028,10097479,0,0,15000408
2021-10-12,750290,8917446,12838142,10940812,11855237,16668029,21374013,12231156,18959705,6427542,5019549,11354491,4285048,3356652,19996835,15322942,42856021,9758001,2678054,20660881,4600425,6757740,13564380,23439606,0
2021-10-13,9766114,12334337,3355165,4674131,4833470,10072674,24121102,10010612,33785030,5288453,2751153,11312978,27,306991,7736127,18216164,30201793,11278438,7973306,9730774,356013,1394736,0,0,10509113
2021-10-14,1519503,8501718,2548253,4164732,3064787,1765316,3210053,3931252,88012583,2966625,2341407,3773883,38,0,56141288,20390098,33375992,5663714,738465,10251597,10446038,0,16151109,25623850,12433061
2021-10-15,6631122,2939672,1929025,2999295,15058022,0,0,0,4277469,0,5118625,6959963,133597731,50871985,0,2495862,0,7987749,34825971,166313,7570,77498169,353484,3979992,0
2021-10-16,5402198,14914291,2454151,28760,0,0,0,26419625,8614382,24607053,8451094,10985434,2410205,0,153040918,10642760,4634469,0,14601574,1805449,5019506,8857834,0,0,57253232
2021-10-17,8888039,10657855,637152,20836622,3532642,127558,22565131,3648037,74277759,14942491,3517313,7702292,41651207,1341411,1151364,11895695,17536943,9240991,2205132,13088372,5032774,972301,29782836,35998221,57758573
2021-10-18,4571178,5588943,6890436,25552889,11998194,21219721,22105973,18320270,59954166,0,2936,375634,9644233,5087225,59156696,4942010,42256115,12121452,3151535,16767995,12270828,6663352,0,0,1089794
2021-10-19,6643040,11617028,6386301,28056627,14468011,18099903,26384983,15703924,51182051,13322137,2881725,12482134,380046,4581667,23691010,31614244,23504937,14297506,12389959,15833187,9127106,6184119,18183014,19420408,24445005
2021-10-20,557812,26068828,12813654,15852870,14175497,21673617,17513872,17352424,139848626,7617384,13036461,24160241,103335639,0,1062125,72780119,8360241,17459121,19666032,61053177,2908619,15119400,0,0,31556184
2021-10-21,12377039,2810759,4662939,383450,2864906,25236551,19292761,2851173,18528403,5634026,7913975,13708151,97932467,0,128043796,15817294,55011123,26839562,2559848,7230548,5930440,7554179,90890830,58708422,0
2021-10-22,9746174,1249726,7794825,75027,0,0,0,2758190,1938943,0,0,1746567,548384,0,272791,47489057,31096710,0,10630868,13161333,61085785,6884972,86163806,91393960,78809542
2021-10-23,9905497,12218613,546648,1960697,14526915,24016,15806991,17046936,50914150,24203826,18811106,5274916,32082113,13306172,87091715,14803789,1782104,3677444,7805411,30912235,0,0,0,0,20332278
2021-10-24,4726176,17030625,17237858,60573130,36710979,8010159,13453392,27474158,31579807,25414651,9434416,9587694,74028121,5530760,1834149,15916808,39646495,49075222,4355708,31496881,217277,16082236,0,2231503,8641553
2021-10-25,9595973,7081529,13584570,38025522,12914900,32767412,43606746,24394800,65329298,0,2684277,10814,44752080,3101212,39141728,7066145,43122715,32601818,12910680,29020516,11509039,20536200,0,0,25070249
2021-10-26,2181522,4786886,8606281,14776576,10838748,24697888,21270843,20014530,30963672,18387200,6301843,9397031,7855279,0,26667989,21716537,20758220,13210287,5795615,19592045,13197311,13693815,15265153,31086069,28201690
2021-10-27,5350879,11609379,2335901,9777730,16709527,16340774,11445795,9759668,43587044,18955685,7289112,24312070,41369547,10882580,106959,32596417,36838092,14048695,4115972,18342772,7532922,2018387,0,0,0
2021-10-28,1120746,6704293,859700,13552576,11152138,10973825,21480120,23309754,46835072,9495886,3256103,9907277,423109,0,49137161,35613516,47100115,13387306,362583,31774412,19807493,15657921,26777576,49281665,8836732
2021-10-29,14133555,303866,4655305,111813,0,0,0,0,0,0,0,27948378,0,0,0,42491060,0,0,19420912,11437674,0,0,0,0,224282602
2021-10-30,14818122,85345806,35218025,7533775,0,36260398,14629433,0,27875020,12257560,0,0,0,89305508,0,75219968,65291170,46734900,56740282,6274882,0,0,0,0,0
2021-10-31,2625015,13593903,6873684,3798151,18389063,15812290,9067883,3739510,31324149,19823417,17269772,11914743,64088138,15125893,41065328,35485708,11885048,35926913,18781395,6777973,0,880380,122170011,76584814,45424298
2021-11-01,2245842,5811837,2098539,4327792,17643850,19208492,71542332,12672998,40307433,0,1413470,6380014,41932704,3377662,19445161,15475601,19036207,21903454,9408694,17840223,10089292,5271236,0,0,12928230
2021-11-02,3604717,4742042,5514151,8702169,7271760,8788772,20691880,16428614,28536464,14132196,1286401,11123301,27472742,6735591,33168345,22072330,32432771,10435909,13703356,20770434,22815427,18469936,19066721,42123808,0
2021-11-03,713413,17813852,7773782,12459297,7661545,35579917,22231928,10279235,39227181,34563733,25157445,16187011,58188245,13809085,7867192,33413431,95119697,13461797,0,6207068,18615624,28103513,0,0,29629233
2021-11-04,12631472,12852817,15491055,21653452,27775966,28245857,8464619,18442425,59043638,14304979,26692289,45923131,97,0,131902751,34891336,64430627,28717682,1403840,34650176,7896055,2260493,38023160,68127714,0
2021-11-05,819216,1831716,0,0,0,23624547,7119,0,198285666,0,22362,0,73441844,0,0,9062355,0,0,70700644,54417441,0,0,0,14589029,0
2021-11-06,1104937,0,825951,641698,10139459,102710571,1477433,17689983,69813178,56971486,25877767,49718,49705130,3144290,197649926,6105851,18344915,40343566,0,345603,6122,60836195,0,0,0
2021-11-07,19526819,28159840,10678386,30144862,36099703,15759695,13771037,18787577,18243090,18888305,21333827,28777939,100067683,9339559,0,55169776,33364452,344452,1211593,44092003,39228091,13468030,36582657,80534151,82355418
2021-11-08,6621499,34144753,15254826,27935500,31006478,45590027,22428562,38133599,80634491,0,3565691,23361883,30064932,9131415,83025662,49402144,41943731,49493995,31991033,133189105,44449324,9960426,0,0,0
2021-11-09,6465841,151967,16099376,11595219,23374988,38160408,36558640,24435396,90778572,25330534,24559488,32199107,78198784,7192593,109869612,30889034,44010579,33084233,23220691,50783697,32635962,26348865,36116493,65105061,48700887
2021-11-10,26541324,68819499,12324119,22007515,48694438,81447019,796820,0,61324852,93658050,34452312,6652032,0,0,64690873,23231849,94416025,14217408,0,27594989,0,0,0,0,105262802
2021-11-11,7541403,47202140,12281012,17522222,23470827,24637350,27420654,34970280,123311213,0,4335569,27710815,2421,10780870,41146385,64597506,139579971,101813635,263260,99152345,34234796,18058387,9321510,0,0
2021-11-12,0,0,1159717,120594805,70555005,314251813,5852021,0,28479193,0,0,0,52994877,5996617,0,0,14557256,81090413,213284635,35427891,0,0,0,81442476,0
2021-11-13,0,92851631,4153040,187341,0,0,54044,13762160,72388745,196032775,77823504,94743620,0,0,491343522,53112124,55176682,2150871,0,0,0,0,0,0,249857774
2021-11-14,34923707,20063612,25354317,28927543,0,9366442,47288953,28608521,90599633,10141389,5931197,0,132956633,30584169,0,11881549,73714484,1591638,10654999,40337339,30862545,9138293,67989961,184735401,0
2021-11-15,6262683,44179972,29812668,34497556,28563295,47642192,47601765,3097167,105569469,0,13896,13533367,54761227,2632380,197215511,33107275,92891750,35545705,21534689,66505817,22711229,30879505,0,0,36318434
2021-11-16,1250074,476656,14434032,31055695,81539681,67910897,34586329,56758686,49886106,57843228,21038589,71148794,2472837,0,226281,85971395,39963434,50300568,38918294,77087063,33385090,75983468,30291012,114997399,32440412
2021-11-17,36214790,46505010,31721167,17131525,14737144,32595773,81848737,74012529,160079614,88130152,49578676,61840009,87004594,21671001,15161944,111409783,131149004,9548604,2151,57892157,28674753,19632805,0,11619977,5822759
2021-11-18,21868109,46298231,17253448,39970173,52637137,35645024,25972514,40898216,114264745,10809414,6301535,29544329,29408204,8177748,185465,64721707,35515264,46057711,5128768,59656794,39146553,13926884,54037662,162555713,57330075
2021-11-19,0,0,0,0,0,0,0,0,123579843,0,0,94876394,0,0,14371162,0,143382663,50995017,170575346,3604214,92145612,106309644,21524767,498923673,0
2021-11-20,47604352,87575262,1383728,8907364,0,23366709,38646272,22794370,76341028,24052017,33005588,57129146,112165415,0,353812380,21335834,125361482,6610142,2263416,19820990,8240,81881735,0,0,6999592
2021-11-21,16341718,50578826,16762868,3732336,0,38620690,88802327,17397170,127164678,62936301,58982691,80246,244845947,51752511,29681368,21492569,103071738,36606746,12466987,101789065,9195922,5774243,153585342,154404117,52779404
2021-11-22,26307811,22365261,24067990,61158394,77954853,111767722,35089832,71135789,121634436,0,0,22652351,72,0,139198699,34210499,92873331,42993275,24919524,106315728,71148100,80021466,0,0,63386345
2021-11-23,7908350,123551,21821102,56582750,46050022,80855484,69153551,55732581,144935651,26253106,13767171,30967899,28700602,30166790,132657455,52520752,63309682,49116159,29924416,82617923,39413915,57181877,48169396,113945262,0
2021-11-24,21294571,47722636,20883402,58192066,20748515,75894146,60423158,41568481,112369305,32800327,24996806,38235262,59635614,24217161,9412583,53687686,118316619,27086034,0,58538796,41151461,60256214,0,0,60887358
2021-11-25,18556915,50541902,19146869,13911768,20715220,49057039,22660268,39115070,94262407,41800289,27256720,45720448,67225877,18081841,93734848,78115905,102573122,39264319,24039933,50312742,36734204,59332326,20914175,85050899,49336117
2021-11-26,6986184,1705966,32354671,65766322,92232345,0,0,0,111112362,0,12131063,49042,49026093,25033918,0,48103638,185361056,10332693,80173506,84480585,137982278,3141706,139630426,232580730,0
2021-11-27,76245658,70790192,23966409,25375,0,0,1981855,11496177,24959966,0,11476888,56557368,0,0,445619198,111330473,55503341,12160987,6406,113023416,4964943,12082674,0,0,132671734
2021-11-28,21574564,67796077,12852750,8039092,17697261,0,20488152,14079867,87418052,64081024,37732564,71632123,93350385,28630307,49533936,32053442,43706673,40556254,2179,30521890,56053353,5193936,65029078,127457381,63352986
2021-11-29,3589168,40428548,15711639,29622944,32659795,62021081,54985500,41938961,117340016,0,3341855,13731942,89910934,8951900,137913487,21694262,132323391,65636642,16167987,73745324,49124908,56200328,0,0,0
2021-11-30,282563,1403129,5749009,36972731,60942904,58516713,61614790,46284344,75161871,32202482,14978793,23048071,8597964,15164468,51679923,38716247,53620140,47429321,13297922,79304665,42709970,76629526,33499284,71068269,36433595
2021-12-01,20845939,25893174,13550487,30423819,44029142,32387788,29870465,31462411,78274873,43171666,9642764,37096268,38740796,0,41060909,36973903,51589408,30192763,0,64674273,43440466,17774764,0,0,40439329
2021-12-02,13958561,16908430,16728125,27963379,5810691,33947506,14593344,26325947,51534482,51524104,16332414,25019583,41785100,12353481,49968966,35744214,39672249,24381715,18861525,39802300,32362789,27637609,24287248,35044999,0
2021-12-03,24026595,27916196,2345237,19224,7961239,0,0,0,38970084,0,0,0,0,0,0,8376772,76927638,3239169,83800368,0,0,0,94125964,186600203,90286800
2021-12-04,29476984,60337341,17571494,476350,4363621,0,20146562,22581201,75442129,53104683,25662888,51790464,17805620,9475797,101386067,14542682,12143222,5450767,3551,68929657,15915,46818002,0,0,52095624
2021-12-05,14795452,5843995,9057877,7555418,493094,2720958,0,6259026,96285971,29215909,0,36532485,0,4537523,12834289,52389666,161340200,11119475,16590993,6988174,10738190,7436894,92640089,99326987,0
2021-12-06,10712557,4811,9610015,27036479,20353470,33255252,37433831,45026082,102761152,0,9327,37500644,38137523,5952338,73953716,30032379,105969627,25780336,49669808,80555490,32260284,10847867,0,0,35252363
2021-12-07,15565074,35020828,20865124,20372863,37226319,29916393,11448178,18325674,43484261,41858449,9078327,10642269,39641684,11389492,147856906,28192350,39014650,11839686,34444284,47118828,42077646,34536380,57090913,41212676,16301374
2021-12-08,3392104,31024419,16682428,21971585,54893017,57975975,36556700,24550452,72636852,76460702,31729330,33873342,80056731,13953706,6668510,38019186,26315098,22484100,0,75910339,36137429,34412680,0,0,0
2021-12-09,11179842,39338055,5576694,34050211,30809807,23447198,29865137,36160641,52520113,54482876,16918409,45510129,152,0,127252013,36151833,84534179,20902184,25334397,77076064,11145686,29649855,24330718,43530442,41331745
2021-12-10,43849642,1356268,32960373,86672,0,49314,51010697,0,179961885,0,0,0,0,0,123155373,0,62536340,36376285,116275717,10795961,0,0,72071227,227697177,165506050
2021-12-11,46138398,53708250,29135069,3610733,0,10155912,3061,1213171,65665262,6162785,22236653,37180074,23295347,60664556,132451919,37930118,74874665,36836077,0,41215745,18879668,41985884,0,0,0
2021-12-12,29937112,93964170,14523997,19536185,20066584,40461501,8958301,5066215,55742877,118378795,43060060,35210184,103773556,30714081,5532368,37544172,57451940,28027522,963773,34171594,23391710,9737183,55379560,99995110,88019010
2021-12-13,6670939,17902657,14096199,36249483,24770394,47193475,33849281,20997554,81477988,0,15468,11278163,53911127,9863956,91958537,15189561,100478370,21769814,38643839,90866920,35898257,44899935,0,0,32060725
2021-12-14,10090794,190954,14280732,18402264,34281581,32932524,43764050,37301910,97234770,35458854,5045651,17396843,47618855,6726859,72623942,63569503,106843675,32315759,18696951,94983110,24781499,38626096,31540280,41226893,0
2021-12-15,4311698,32489856,20258250,40639642,37869564,29146555,38595534,37744615,59380889,33224295,13068355,22514243,68123221,2600210,7965263,26547298,76192638,25186332,1384,94743562,30676505,47629714,0,0,31905597
2021-12-16,9009480,39362573,8061256,5120962,13670252,29699944,30160823,12057271,89027038,60526440,11445872,38825702,597039,0,94571758,27975199,65487703,16530476,55797346,53587189,23444635,61284227,19514480,48685444,41348918
2021-12-17,37469067,3410911,14161882,0,0,0,0,0,11680667,0,13303053,53734224,294028974,99053216,7210966,14754621,155315532,1264991,56137942,94327256,799060,0,53719579,143732729,0
2021-12-18,40869715,35537732,9933538,62825319,113770555,58083185,1926542,3028938,89198349,166679672,55819151,52992121,81677935,64899111,159192758,32899354,13455627,11844925,0,7049214,29614435,0,0,32168561,0
2021-12-19,26256269,56900851,1752500,14550088,37151567,18655,10533405,4427295,68225986,28628652,19985840,33894808,0,0,12603566,52650899,157096730,97736657,55813528,37716406,1461108,4483276,122078279,138159462,117363905
2021-12-20,1409122,41653598,14279747,18624990,10586674,29814699,14779130,15454022,49406790,0,3069281,10498828,117416845,13261323,50561537,10717850,72325567,18632669,24804722,62709764,20453919,17137439,0,0,15013354
2021-12-21,10510007,1165944,10691264,21919840,13858689,26355506,22135005,12684061,51064538,35175044,8820400,18577023,17073290,14932906,90993379,19655009,57539694,16015919,19320480,31356668,6380102,26131103,33934038,31474246,21286818
2021-12-22,4224267,31076509,7966806,14620887,22730366,20766933,30240014,39960039,67481883,45449793,19770507,30954744,47,0,3944573,26046960,92052274,32084672,2147,111111203,30868437,33320504,0,1019409,32215499
2021-12-23,24793079,34000586,8042297,17699965,14110656,29368121,35669961,10989290,60202737,12479274,5346122,33958470,43292827,18252956,62843924,32649734,88495289,16703798,18128099,64815426,21609535,41948433,21256396,26910440,0
2021-12-24,0,533724,0,1617058,0,79532192,18778841,2774859,29874131,0,77400,18029874,267657102,80825128,0,12934939,0,0,108583216,0,0,0,55963234,98340581,102838585
2021-12-25,40804944,33051800,7040691,22950,0,2516687,568858,1949850,164653299,82858328,17076838,35595767,1452351,0,265559506,32030236,51737766,11788587,0,3653195,0,0,0,0,34325331
2021-12-26,27734471,33550208,32086712,7123703,10112197,14408350,4047,4541055,68363635,19674808,13867132,36748356,38352426,33484419,1413342,34203997,55214226,9809236,2767518,1671254,27793613,586,22540086,64831151,0
2021-12-27,7067284,24585831,11500311,15221096,12268505,27332202,23895820,8185772,59038814,0,2967150,899851,67316581,16078766,71926976,8099172,92041225,26278473,26587225,79779159,32395761,15951148,675045,0,32150108
2021-12-28,21721801,1258749,19749009,12238312,9898392,39066689,22821313,23141439,66062677,0,4082057,30974804,75697713,16138470,56086402,39692903,161625358,21223710,16194087,52924889,27967121,47649996,14912699,29027259,21274509
2021-12-29,11750822,27431937,8330555,13126745,30246342,31668453,38463892,29240763,61508831,48420717,5686474,37809410,78758507,18691079,12376334,24138803,84966361,16357112,13402948,39647964,38276293,43935211,0,0,21898094
2021-12-30,7933791,28206049,11327909,10347267,32270393,14280054,54503089,11022127,14801586,5400913,0,10410769,0,0,56092884,13374959,59494059,17198346,17475091,28059933,16952725,31135913,19500096,46671465,49313722
2021-12-31,52684901,5069821,29011742,1154988,1584339,0,2546545,43553058,14687029,0,9663481,38774,276428247,30995527,0,1239670,0,16645141,0,2547652,0,0,48854379,138342577,19336507
2022-01-01,15541974,44216830,3110100,183785,32014597,29056453,23265556,21485076,100751060,0,0,48550983,2559089,0,123347905,47080694,76436298,10413724,0,7408392,18289827,364,0,0,55510277
2022-01-02,8864801,780365,22440744,29593495,24635555,19023595,13918611,2131161,75810390,9476820,3690837,44708547,3963421,0,5527676,55868969,115693550,17298510,16406774,79963657,76108080,61201099,28645668,48900494,0
2022-01-03,4728780,14356477,9354704,14243263,25970216,33813651,24147580,2587853,50415479,0,4436083,32151132,82856075,15155623,91446488,24303676,186666178,24625000,17181499,45175882,14825695,52671196,0,0,48611250
2022-01-04,23815522,1270287,12480350,23149958,20290582,23743941,26673476,20219819,81051517,46052329,14337203,36026817,1529774,0,79603282,45184947,64873136,18622732,27988868,57010221,17450213,8166065,13578781,23205558,23372075
2022-01-05,38028052,27302404,31856916,18864280,39899398,58897016,53264166,15784681,105932608,44325557,24852380,20287477,138309848,23596446,238607,30447519,82374054,11707970,0,71722068,20119627,9220327,0,0,10009066
2022-01-06,7094202,16841459,9660892,8872221,11009319,6627087,9928938,14520004,66863719,33001419,14406554,31224556,123193347,10530361,46281514,30504617,60812139,14977445,14942745,20539645,8399502,14515150,8371773,16554357,36270187
2022-01-07,70822826,6720956,2998884,132641,0,41044380,468965,4586682,15290013,0,0,0,0,0,0,10965499,46442004,0,54563967,252342190,4498287,5006451,78922836,95695873,1369175
2022-01-08,12279886,33748225,3241075,245201,19291392,1454,52997933,59227928,134922484,0,35932368,57519896,477309629,53666209,105342512,51356995,58491242,53096885,6786,131573900,45038630,8601551,0,0,0
2022-01-09,9797351,23302829,1532699,295986,12531503,0,3673018,3846476,16283288,49056197,13334305,18931390,13326423,4335616,137894193,28260435,112617650,20439106,658483,73293690,28227542,84383517,34810871,39786226,47024616
2022-01-10,3908634,285924,6930117,29435304,20512183,20509764,17924012,4038136,65620558,0,9223409,13341357,127466020,29895092,77824452,18021225,48439552,12877347,13842718,66328073,21154508,28671288,0,0,37277912
2022-01-11,6705221,28216980,3680039,4669514,27015574,22772285,4587770,20895083,72218428,40482529,4831569,21360142,1140882,0,90552748,42030697,30100814,24472272,14787021,71291920,11083743,33431662,21206436,32000850,3897909
2022-01-12,21287374,24990122,12537832,35113229,21673125,36017692,66772639,26404139,77541503,44415370,32439847,46959185,56341501,8031985,7108795,70272535,156605431,24060520,1918,31743582,14914243,47386030,0,0,72709954
2022-01-13,9739038,13723921,7675588,27161304,23091747,18086439,37076605,27912463,82165937,33976453,28002482,32491386,138252971,6841177,28517540,36642477,58066957,17262451,18368081,66280573,3035128,5120566,14769391,22361206,36673870
2022-01-14,38515813,1281766,1944540,4417,16671224,1094994,12353,0,30586967,0,16015211,41032831,365884158,33447073,0,11453290,209393285,20190267,39208293,76522326,6144494,555310,38273313,66832254,0
2022-01-15,74910703,6508023,46674419,51177196,40076170,2245,0,27315038,45291244,0,79158,10173771,268987411,23698755,466812834,45390555,71082937,6444402,0,31858963,3561321,10417081,0,0,0
2022-01-16,5547847,32964797,12108345,3157489,13872769,11602628,32400867,18065824,86353483,59727541,28016217,31708735,0,0,4820498,13729483,137086282,12653217,0,32993319,36152958,53047573,24696396,37905107,73339274
